Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1,"Buyer Beware, Doesn't Last",27-Mar-14,No,"It was a good blender for a while, but broke in a year and a half and only about 100 cycles.  I waited in the waiting queue with their returns department for 15 minutes.  After I told the rep that my motor had been smoking and dripping oil, she insisted that the problem was the jar and not the motor, and that she could do nothing for me unless I was in front of the machine troubleshooting with her.  Their customer service hours are limited M-F until 530pm Mountain Time, so I'll have to take time from work to troubleshoot my $400 blender.  Awesome.",18
5,Excellent Results - great product,19-May-12,No,"We bought a Breville BJE510XL Ikon 900-Watt Variable-Speed Juice Extractor some years ago and had been using it with good results. The Breville is still working great with no problems since we first bought it in 2009..However we hardly ever use the Breville now since bought the Blend-tech blender in 2010 and now blend fruit and veggies every morning for a healthy smoothie. I guess it's a philosophical thing, but it always seemed a pity to be dumping all the pulp out in the trash from the juicer and one couldn't help but wonder if we were losing some of the minerals or goodness...Last year we bought the wider Wild Side Jar (square design with the fifth side) from the Blend-tech website and that has improved the ease of blending even more...We are at blend count number 1061 - Not bad after approximately 2 years. That means we are doing an average of 1.5 blends per day...It's not often you can buy a gadget for the kitchen that gets such heavy usage...I bought this from COSTCO since they force BlenTec to give an extended warranty..What a great health giving buy...Try to buy this with the wider fifth side jar if you can...",1
2,I like the Vita-Mix better,20-Jun-12,No,"I returned by Blendtec after 6 weeks of use for a Vita-Mix. The Blendtec just would not blend the frozen fruit to make my smoothies smooth. There would always be little round balls of icy fruit that would get stuck at the end of the straw. I was also not happy with the ""free spinning"" of the blade when there is too much frozen fruit and not enough liquid when making sorbet or ice cream. If I added more liquid it would blend, but then the frozen dessert would be too liquid-y. I've had the Vita-Mix for just a week, but I like the tamper which keeps the icy fruit moving when making a frozen dessert. The Blendtec also has a 1-quart jar, while the Vita-Mix has a 2-quart jar, and although it doesn't fit under the cabinet, there's nothing wrong with keeping the jar next to the base. Mine is used so often that it's more likely to be draining on the dish drainer. The larger jar means that liquid won't splash out of the top, which happened even when the lid was on the Blendtec. I haven't had the Vita-Mix long enough to find problems with it, but I already know that it's a better blender.",11
4,Great Blender - Questionable Caraffe,10-Oct-13,No,"I did dozens of hours of Blender research three and a half years ago.  I wanted the best, and we deciding between Vitamix and Blendtec like most people who are probably reading this review.  Overall, I think I would probably go with the Blendtec again.  If you want to make nut butters I would suggest a Vitamix.  This machine cannot be used with a tamper, and without it, despite the advertisement you cannot get good nut butter...This thing makes great green smoothies, which was precisely why I wanted it.  I love the 1 touch user friendly approach.  I've rarely had an even partial frozen strawberry after 3 years of daily use.  I used it to grind flax seed before I make the smoothie and it does a fantastic job...The Carafe started giving me problems at about 2 years of use.  I started getting black oiling substances on the bottom half of the carafe where it meets the motor base.  It was strange because I would wash and completely dry the carafe after each use.  Right at 2 years, I was blending and all hell broke loose.  Black plastic seals from the bottom of the base broke free and there was smoothie everywhere.  Like an idiot, I waited until after the 3 year warranty because I thought it had 7 years.  They told me I was out of warranty but they were nice enough to send me a open box carafe that had never been used...I gave this blender 4 stars because I think the carafe design may need rethinking.  I know people who have had Vitamixes for 15 years with the same carafe, but I'm not sure if they used it the 500x + times that I did in 2 years.  Overall, I'm satisfied with the product and quality of motor design and overall fit and feel.  With a 7 year warranty that is now offered, you may go through a couple of carafes if you are a power user.  Or I may have just gotten a defective one.  Either way, Blendtec Customer service was nice and helped me out even though they didn't have to.  Good luck in your decision and happy blending!",5
2,Buy a cheaper blender and blend your remaining cash with it instead,11-Nov-18,No,"I bought this elsewhere, but this is my go-to place to read reviews so here I am. I used this blender to make smoothies for a little over a week. I added my ingredients according to the proper stacking guidelines. This blender took a solid 10 minutes to make a smoothie. I tried pulsing to get it going, I tried to use just the smoothie setting, I tried manually adjusting speeds. It kept making air pockets and the blender essentially stopped blending every 3 seconds. I had to stand at the blender with it on the lowest speed and stir with the spatula to keep it from stopping. A blender of this price should be push button and come back to a perfect smoothie. My Vitamix ($30 more) is on the way.",2
5,Fantastic Power,7-Jun-11,No,"We didn't know whether we wanted the Vitamix or the Blendtec, but after seeing the demo at Costco, we decided on Blendtec. I think it's expensive for a blender, but I had two that didn't really do a very good job. This makes great smoothies, dips and soups. I did an experiment with my cheap Hamilton Beach vs. the Blendtec. I put a 4-inch piece of celery and a cup of water in each blender and powered up. The Blendtec made celery water - there wasn't so much as a string in sight. No remnant of the celery - just green water. The Hamilton Beach whirled the celery minimally and left the celery almost totally intact...The seal does fit tightly, I have used my Blendtec almost 100 times and have NEVER had the lid come off; just press it down as designed...It's a cinch to clean and only three parts to wash: the seal, the plastic part that goes inside of it, and the carafe...Well worth the price. We paid about $425 at Costco, including tax. We also have a recipe book that came with it...If you make lots of smoothies, dips, soups and icy beverages - you will love this!",2
5,Blender for Life,3-Sep-16,No,"I bought my blendtech from Costco about four years ago.  I have used it almost every day.  Over 1,000+ blends, smoothie and while juice settings among others. The seals and gaskets are in perfect working condition.  I've never had a single negative experience or issue with the blender.  I'm not certain about the other reviews that say the seals go in 2 years.  If you simply want to buy a blender for life, perhaps one you can pass down to your grandchildren, then I recommend the Blendtech.  All other debates and discussions are moot.  Only potential issue is sound, though that's an issue with any high power blender.  Still, that's only an issue for about 30 seconds.  No tamping, stirring, or worrying.  Just push the button (ice cream, smoothie, soup, juice, etc) come back in a minute, rinse out with warm water for about ten seconds, enjoy your meal.",1
5,Very happy so far,27-Aug-17,No,"I love this thing. I can blend a container full of greens, carrots celery stalks apples at the same time with no problem if I first quarter the apple . It has a very powerful motor that growls not whines.  Fits under our kitchen cabinets which the other high end blender maker may not.",1
5,Happy I bought it! Blendtec definitely quieter than Ninja,14-Jul-17,No,"After burning thru several regular blenders, i tried Ninja. First Ninja lasted 6 years, when it's bearings stripped, replaced it. One an a half years later, the options panel  malfuntioned. One of my sisters recommeded Blendtec before the second Ninja...wish I had listened. But all is well! I bought this one on Prime Day at a big discount. Made my first smoothie just like i always do. And I love the recipe book that came with it..I am very happy",0
5,Blendtec Customer Service,3-Mar-16,No,"Unbelievable customer service! I'm beyond impressed by their timeliness for such a popular product. They hold customer service in high regard and it shows. The blender self lubricates if you use it regularly, however, I moved and didn't use my Blendtec for a month. I was unaware that you should self-spin the blade and add some cooking oil to make sure any sugar particles are removed before beginning a new cycle. Thus, my blender smoked upon its first use. I read about it on their website and added oil, cleaned the base and I thought I had fixed the problem. I let Blendtec know this and they STILL shipped be a new jar. I was amazed. I purchased my Blendtec a year ago from Costco and it's warranty is incredible. Thank you Blendtec customer service. You outdid yourselves! Plus, I LOVE my Blendtec. I researched and dreamed of having one for 8 years and I was always convinced that its blade was superior to Vitamix's and finally, impulsively gifted myself one. I'm so happy that I did!",2
5,Love the product but the warranty and service really makes it worth it.,1-Aug-17,No,"Love the blender and have been using solidly for 3 years. Just experienced an issue where the blades were ""slipping"" (ie not chopping but just spinning) and called Blendtech. Gave them the serial # off the bottom, and in 3 minutes had a new jar coming my way. I had never sent in ""registration"" and i didn't have to jump thru hoops -they are sending a new one and after 3 years w/ zero maintenance this was the first issue. These things are built like tanks and even tanks need occasional maint. And repair:).  More important since everything fails, the service to keep me happy and blending was stellar and that's well worth the cost!.",1
5,"Spend now, save in the long run",26-Jul-18,No,"Great blender. I?€?ve always wanted a Blendtec but never wanted to spend the money. We bought Ninja?€?s instead. In our experience Ninjas don?€?t last that long and are crazy loud. This blendtec has a great warranty and is MUCH quieter than our Ninja. The blending is as good as you would hope. I would recommend you spend the extra money now on a Blendtec, and you?€?ll probably save money in the long run and have a better blender while doing it.",0
1,Gasket Strips Out,4-May-15,No,"I posted a glowing review on this product when I first purchased it last summer.  Now, there are so many reviews, I can't find mine.  But I have to agree with the other reviewer who said Don't believe anyone who hasn't used this item for a while.  I recommend people read the critical reviews before they buy this, as there has been a legitimate design flaw mentioned, and sources given to prove it.  Do some research before you buy.  My jar gasket stripped out after less than a year, and it smelled like rubber burning all the way.  Like others, I also wonder if rubber got in my smoothie.  If you look in the question section, you will see that one buyer says his daughter is allergic to rubber and had a serious reaction when she drank a smoothie from the jar.  Anyway, mine now leaks profusely and is unusable for liquids.  Maybe I can use it to grind oatmeal or something... but I worry about the rubber issue.  I called Blendtec customer service twice and have been on hold, cumulatively, for over an hour, and still could not get through. The first time I called, I had to hang up after 40 minutes because I had to pick my kid up from school.  The second time I held for an hour until their office closed. I wish I had not bought this blender.  Sigh.",7
5,Very Pleased,8-Sep-12,No,"Our family has been KitchenAid purchaser of blenders for years. Their blenders have always broken down and we always purchased more of the same. We decided to upgrade, and my wife absolutely loves the Blendtec HP3A. Compared Vitamax, Omega, and Blendtec. All said, selected Blendtec. She sets the blender to the settings she wants, walks away, and the results are as if she purchased a product / drink from a retail store. She is tough to please, and she can't say enough about the product. Should have purchased years ago. We've owned the product for 2 weeks and hope we'll have the same results for years.  Comes with a great warranty, but hope I'll never have to use. Just read the instructions and play around with the buttons and you'll see all the flexibility. This is more than a turn off and on product, but can be that product too. Commercial grade, you can tell by the manufacturing design. hope this review helps you decide what product to buy.",1
5,Great product,23-Feb-13,Yes,"I thought the Blendtec was amazing, howerver all of the resipeses were too high in sugar grams for my dibetic condition, so i sent it back.",1
5,Wins over Vitamix,27-May-11,No,"I bought a vitamix six months ago at Costco and will be returning it, after using the Blendtec I definitely like it better..When I saw the Blentec demo the fruit and veggies were cut small, so I was unsure if it could handle the big stuff. So I ran it through the paces of recipes I was making in my Vitamix...I tested it with making Bran muffins (using that twig type cereal that needed to be crushed), Green smoothie (banana, Orange.. peeled with pith intact and quartered, whole granny smith apple quartered, 2 cups spinach and about 2 cups ice...hit the juice button, 50 seconds to amazing), Peanut butter (their directions aren't the best, but it worked, equal to vitamix ) and VitaMix recipe Tortilla Soup (Whole tomatoes, whole carrot in it)using soup button...- it was faster than the vitamix.  Faster...hot soup made with warm water in 90 seconds instead of 5-6 minutes....Green Smoothie in 50 seconds rather than 3-4 minutes..- easier to get thick food out of bottom because of blade, and easier to get everything out of container because of smooth sides..- Don't have to worry about sharp blade when cleaning or trying to scrape stuff out of the bottom..- smaller, not so huge on my limited counter space...I did buy the larger container as well..These were enough positives for me to switch...update 7/5/13: Well I've had the Blendtec for several years now, use it all the time. Found out I really enjoy making bread dough in it... fast. Have no problems with leaking seals etc. Still highly recommend.",6
5,How did I live without this?!!,4-Jan-12,No,"I've been a proud owner of a Blendtec Total Blender for over a year and a half now. My husband and I saw a demonstration at Costco and were in awe (especially the ability to make soups!) and then he bought one for me for my birthday several months later...We've used it now nearly 600 times and I just got him the new(er) Wildside jar about a month ago. We use both jars now and it's great for entertaining and/or making different things in each (virgin cocktails and alcoholic, pizza dough and pesto sauce, etc.). I've made soups (warming up the milk or water used first gives you soup more than hot enough), salsa, hummus, cappuccinos, lattes, smoothies, blended drinks, muffin/cake batter, bread/pizza dough, sauces, wet dog food... Even obliterated dehydrated chicken tenders to sprinkle on my dog's food as a treat (a few pulses did the trick!)...Before owning this, I wasn't one to usually bother with a blender since I'd never used one that blended smoothly or cleanly enough. And it's really very quick to clean it up afterwards (sometimes it takes a bit more than usual to be sure nothing is still under the blades, but it's generally minimal). It easily fits under the counter, where it has a permanent home and is used just about once a day for one thing or another...(little hint for anyone who wants to make ice-blended drinks/frappacinos like Starbucks, CB&amp;TL, etc. and wants that thicker consistency: a small pinch of xanthan gum is the secret!)",5
1,Blendtec company show's lack of integrity in standing behind their warranty.,30-Nov-16,No,"I have owned 2 blendtec blenders. The blender is great but the jar has been a real problem as you can see from many reviews. I had another jar wear out last week but I had a back up jar in the pantry so I threw the worn out jar away. Then I discovered that the jar in the pantry was in worse shape then the one I had thrown out. When I called customer service for warranty on the jar I had thrown out, they wanted a number off the bottom of the jar. I explained that I had thrown it away because I had a backup jar in the pantry which ended up being worn out also. Long story short, customer service would not replace the jar because I didn't have the numbers off the bottom even though my blender was within warranty. I am done with Blendtec! The jars have been such a problem for them that they resort to using loop holes in their warranty policy to not stand behind their product. They say the new jars are much better but the company has shown a real lack of integrity so I'm taking my business else where.",3
2,I was mislead by a Qigong guru...,28-Dec-14,No,"I just received this as a Christmas gift.  I have been wanting to get one for quite a while after attending one of Jeff Primacks Qigong seminars where he endorses this product.  He claims that its the best blender on the market because it has a 3 horsepower motor that can grind avocado pits.  I was sold on the idea of using food as medicine and making high fiber vegetable smoothies.  I have never been able to afford one of these because it was outside of my price range, so getting it as a Christmas gift was really special, to say the least.  I have not used it yet for reasons I will go into below.  In fact I am currently considering returning this for credit in exchange for a vita-mix.  By the way, I'm pretty sure this was purchased through Amazon.com, even though obviously I wasn't the one to buy it...Last night I opened the box and was surprised by certain ""new product"" odors coming out.  The lid to the jar seems to have a very bad smell to it.  The odor is like uncured vinyl or chemically-treated rubber.  It smells TOXIC!  I cannot use that with food!  It makes me hesitant to even try this out.  I suppose I may be able to wash the lid but most likely I would need a replacement.  I am guessing however that the lids are probably all be the same because they are mass-produced.  Maybe putting the lid through the dishwash or boiling it in superwashing soda(sodium carbonate) would do the trick -- but why should I be having to concern myself with this on a ""premium quality"" USA made product?  Talk about sticker shock, uh... Yeah!?  I will call to see if the Blendtec customer service can resolve this for me, but as far as first impressions go, things are not looking good right now.  I'm thinking I would much rather have gotten a vita-mix or other brand that has better parts as well as actual analog switches and dials instead of digital buttons.  I really don't trust the longevity of digital buttons because of how they wear out.  The button surface skin eventually cracks at which point the sensor begins to malfunction and the button stops working.  Thats not easily replaceable.  Analog copper switches do not have this problem...Getting on the amazon.com page for this blender, I decided to read the reviews.  As usual I start with the negative reviews first because they are usually the most informative.  I was surprised to see that there are almost 100 reviews below 3 stars.  If you divide the three star reviews and round half up/half down, you wind up with 703 positive and 109 negative reviews(including mine).  There are 812 reviews for this product including mine, as of the date I write this.  That means that almost 1 in 8 customers are unhappy with the product quality or performance.  Thats not a very good ratio people!?!..In perusing through the first couple pages of 1 stars reviews, I notice that a large majority of the complaints have to do with the seals failing on the bottom of the blender pitcher-jars.  Several people have stated that they noticed the seal gets shredded and winds up in the food.  In addition, the average lifespan(of the seal) seems to be no more than two years.  With a deficit like that, who really wants to put up with replacing an entire $60 - $100 pitcher every 24 months?  It is a waste of time and resources!!!  The seal should be self-serviceable and replaceable by the customer at home!!!  I've seen other people give 1 star reviews that state they have had basic &lt;$100 blenders as well as vita-mix brand blenders with seals that hold-fast for up to 30 years on some old-school models.  So then, why does Blendtec have such issues with the most basic of components?!!  I'm no rocket scientist, but I'm guessing that I could engineer a better seal that what these guys make.  Unless it is part of their business plan to sell junk to make money selling extra pitchers.  If it was my company, I would not make the seals some proprietary built in thing.  It is simply UNACCEPTABLE  that a ""commericial"" grade blender should have non user-serviceable blade-seals that fail in less than two years.  I don't care how powerful the motor is purported to be.  THAT IS SIMPLY UNACCEPTABLE...The other people who have given low reviews also state that the motor appears to vent black dust out onto the countertop as well as leak liquid both directions through the pitcher seal.  If the seal in the pitcher is made with the same toxic-smelling material as the lid, then really, nobody should be consuming beverages made from it.  HEY BLENDTEC, EVER HEARD OF SILICONE??!  TRY USING SOME!  I'm not going to go into detail trying to breakdown all the other function failures that have been reported.  Suffice it to say that there are other apparent issues to do with the lack of blending thicker smoothies without the addition of extra liquid.  So much for 100% vegetable smoothies.  I see reviewers stating that they feel it has to do with the square shape of the blending pitcher and I would most likely agree.  Vita-mix uses a plunger which comes with standard with that brand.  Blendtec doesn't have one.  Big difference...My biggest issue right now is the obviously toxic Blendtec lid and my lack of faith in their ""proprietary"" non-user-serviceable, leaky, self-shredding unreliable blade-seals.  I have lost trust this device and am more than likely going to exchange it for a vita-mix.  I am not going to try using it before I talk to a Blendtec rep.  Apparently this company used to sell something called a K-tec commercial blender but it appears that they don't make it anymore.  Maybe after downgrading to consumer products they started using cheaper quality components.  I could never recommend this product at this point and catching up with the learning curve.....I should also mention that after inspecting the seal on the bottom of my pitcher I can see that part of the rubber grommet which turns with the blade shaft has a small harline cut in the seal itself.  I can see it!  Plus it looks like the blade shaft is poorly glued into the bottom of the pitcher; the glue job does not look clean and smooth.  I really don't trust this seal.  It even looks cheap.  It should NEVER LEAK OR SHRED, EVER.  You should be able to run the pitcher through your dishwasher on the bottom rack no-problem.  I'm looking at Vita-Mix and Waring blenders right now.  I have lost my faith in Blentec...Thanks.",6
1,It CAN'T handle the job.,22-Apr-16,No,"Don't buy it. The blender claim professional, but is NOT for professional use at all. I bought one for my juice store and the blender can't handle the job. The bearing of the jars starting vibrating with just 2 month's and this week (one year after i bought) the motor just stop. Show a message of overload even without jar and don't turn on... Don't work neither a year of not too much work (8 - 12 juices per day). Is very little job for a machine that claims professional use. So it CAN'T handle the job. I had a Vitamix for about 6 years and never had any major problem. The thing i had to replace in my vitamix is the driver socket, so you can imagine how much i use the vitamix. So be happy and buy a Vitamix and forget your problems.",5
5,This is a very powerful blender.,11-Oct-10,No,"The Blendtec blends frozen fruit without having to defrost at all, and also gets things really, really smooth.  I have never made such smooth hummus.  The Blendtec recipe for hummus includes whole seasame seeds--it blends them into tahini while making hummus--how sweet is that?..I tried a $40 blender that Consumer Reports rates as better than the Blendtec.  I broke it in one day when I tried to make hummus.  If you want to make anything with a consistency thicker than a margarita, I think you should consider an expensive blender.  I have been a quest for easy-blending for many years.  I used a mini-food processor for a long time, but I always felt it was on the verge of breaking and it always took a long time to make fruit smoothies because I always had to scrape things down and I used frozen fruit which always had to be defrosted a little bit.  I also tried a Magic Bullet, which is very successful, and I still use it when I want a single serving of something.  The main advantage of a Magic Bullet is that you can shake the whole thing, which is faster than scraping or tamping.  But again, I have to defrost frozen fruit slightly or I will smell burnt blender...The Blendtec is often compared to a Vitamix, which has a better warranty and has a tamper (used to push food into the blade).  Many people prefer the Vitamix because it gives them more control with a tamper.  The Blendtec has several preset programs that are designed to make sure everything gets blended without a need for a tamper by changing speeds at appropriate times.  But with the Blendtec, you can also control the spend yourself by pressing speed up and speed down.  I have never tried a Vitamix, but I picked the Blendtec over the Vitamix because it is smaller, lighter, and more attractive (I saw a Vitamix in person at Bed Bath and Beyond and wondered where I would put it).  The Blendtec is also criticized for having poor customer service.  I have not had it very long, so I can't comment on customer service.",4
5,Love this product! Highly recommend!,31-Jul-16,No,"LOVE this product!  This is my second Blendtec Blender!  When I saw it on sale I had to get a second one for our second home!  This is the absolute best blender I have ever owned! It's so easy to use and clean. Makes everything from smoothies to soups.  The easy to use buttons means you just load in your stuff and press the setting.  The blender does all the work!  Whole veggies or ice, this blender does a GREAT job!  HIGHLY recommend!",0
5,Does it Blend? Yes. Does it Leak? Yes!  Does it have Great Customer Service? YES!,23-Mar-17,No,Got the blender. Worked super well for three years.  But Ive literally used it less than 30 times. The other day it started leaking from the bottom where the jar connects to the motor.  Was kinda bummed.  Called their CS. Dude did a quick over the phone diagnosis and told me a replacement would be on its way.  Got the email confirmation on the replacement just a few mins earlier...These guys aren't messing around with their customer service.  Dude was super nice and didnt give me no hassle...P.S. the diagnosis was me turning the blade nub under the jar manually. And he was able to tell over the phone by the noise it made that it was leaking  Guess one that's in working condition would make no noise for those who wish to check their own.,0
1,GREAT CUSTOMER SERVICE,14-Sep-16,No,GREAT CUSTOMER SERVICE. POS BLENDER !!! SECOND TIME I HAD TO SEN IT BACK FOR SERVICING. FIRST TIME THE BLUE LCD BOARD BLEW OUT. MUST OF USED IT LESS THAN 50 X. MOTOR BROKE WITH PIECES RATTLING AROUND. I BOUGHT IT NEW IN 2012. JAR (PITCHER) HAS BALL BEARINGS PACKED IN OIL THAT LEAKED DOWN MY BLENDER MOTOR. BUY A OSTERIZER BEEHIVE CLASSIC WITH REAL GLASS JAR ! NEVER HAD A PROBLEM WITH MY OSTERIZER BEEHIVE. HAD IT FOR OVER 20 YEARS. THIS PRODUCT IS HIGHER MAINTENANCE THAN A LAND ROVER  LOL ! DON'T BUY INTO THE HYPE !! I EXPECTED MUCH MORE IN AN AMERICAN BUILT PRODUCT !!! PS. GO TO THEIR WEBSITE AND HALF THEIR SELECTION IS REBUILT BLENDERS LOL..IT DIDN'T SIT GOOD WITH ME I BOUGHT A NEW PRODUCT FOR $500 AND NOW THEY'RE REPLACING IT WITH A REBUILT ONE FOR $185. STAY AWAY FROM THESE HUCKSTERS.,2
5,Don't let price scare you away,25-Jun-17,No,Wife purchased blendtech blender 3 years ago and when I found out how much it cost I was ready to divorce my wife. After using a few times I cooled off. After 3 years of using all the time for everything from drinks to tamales I have found this product to the best investment dollar for dollar we have ever made. These are great commercial blenders and would never try another brand. Thanks blendtech,0
5,... have had this machine for about 4 years its amazing no problems what so ever not with gaskets,24-Jul-17,No,"I have had this machine for about 4 years its amazing no problems what so ever not with gaskets, or jar, or motor its done everything from soup to nuts mostly used for smoothies and ice cream.. Its warranty is for 7 years.  I love this machine.  expensive yes but in my opinion worth every penny.",1
2,bad machine but great customer service,17-Mar-14,No,I purchased a new Blendtec in April 2011.  In just a few months it leaked what I thought was grease or something coming out the bottom.  Customer service acted like they didn't know what the problem was so they sent me a new machine and I paid a little extra for the wild side jar.  It was about a year later after a couple of blown lids with smoothie all over the place that the jar started leaking again and was making a grinding sound on start up a few times.  Again Customer service didn't know what the problem was but I received again a new machine and new jar.  I solved the exploding lid problem by using a flat bungee cord. Since I was now on my third machine and third Jar I finally gave up and returned it to Bed Bath and Beyond and got a full refund which I used to order a new Omega BL660.  I didn't want a Vita Mix because I didn't like having to use a tamper and I like the propeller blade.  Even Vita Mix puts a propeller blade on their commercial machines.  Blendtec blenders make great smoothies but I was concerned that when the 7 year warrantee ends I didn't want to have to be buying a new jar every year.  I will report on the Omega after a reasonable time.,3
3,Not as great as advertised,19-Jul-12,No,"We have had this blender for more than two years so I can give a long term review of this product. It should be noted that this blender was sent back to Blendtec after three months because it would not work correctly. When you pressed the pre-set speeds it would not start. Blendtec was good with the repair and paid all shipping costs. The major problem I have with this blender is that smoothies are never ""smooth"". There are always some chunks of ice or fruit that never get crushed completely. I give it 3 stars because this blender is just average.",5
5,A Kitchen Essential,22-Apr-07,No,"After about 2 months of comparing and searching, I decided to get a Blendtec.  At first, I was slightly disappointed with my new blender.  I had previously used a Vitamix, and I was used to the plunger.  I threw in half an apple and some other fruit to make a smoothie.  To my surprise, the apple was not blended up.  Since the blender was a gift, I decided that I would give it another chance.  Since that time, I have not had any more complaints.  The harder fruits and vegetables need to be cut once or twice to help them get sucked into the blades.  This amazing machine is a must for anyone who is in need of extra fruit and vegetable consumption. (That is just about everyone) I have used the blender over 70 times in the last 3 weeks.  It works flawlessly.  I highly recommend a high power blender for every kitchen, and the Blendtec is a very good choice...Pros: Flawlessly blends, easy to clean, easy to run, automatic shutoff, ultimate power!..Cons: slight food prep needed (nothing larger than 2 or 3 inches for harder items is ideal), loud, (FYI any blender that is high power is going to be making some noise), the accompanying recipe book has a few typos...Overall, I highly recommend this blender.",90
3,Another Blendtec Vs Vitamix Opinion,22-Dec-11,No,"I eat a raw food diet and use the blender almost everyday and several times. I owned a Vitamix for 6 months..I kept hearing how great Blendtec is. So recently I returned my Vitamix and purchase the Blendtec...It's true Vitamix is too tall, heavy and harder to get things out of..But I like the control I have better with Vitamix. I don't just make Smoothies...The Blendtec came with the 3 in. blade jar and I'm not too impressed with it..If you don't select the right button you have to push it again and it heats up whatever you have in it. I know you can stop it by pushing any button. But then it's not done so you still have to push another button to finish it and that's when it warms up.  And you do need to put liquid in for it to work properly.I don't want to add water to dilute what I'm making...With the Vitamix I didn't have to think about what button I'm pushing,  I just put everything in with or without liquid, shoved it down with the tamper and make it as smooth or chunky as I like. When you make a warm soup in the Vitamix you can let it swirl at the end if you want to throw some chunky stuff in and let it heat with the soup but not cream it. With the Blendtec you can throw something in at the end but you can only pulse it once to chop it and stop or it will cream...I've ordered the 4in blade Jar for the Blendtec because I heard that one is much better. So I'm giving it one more try. I wish I could combine the 2 blenders. The Blendtec is much sleeker and easier storeage,  I just don't like the buttons. So we'll see how it goes...Another thing, I really like Vitamix' customer service is better, I e-mailed Blendtec and they never got back to me..And the Vitamix demonstrater did not bad mouth Blendtec at the Costco roadshow. I can't say that for Blendtec.",21
5,I love this machine,22-Aug-17,No,"I love this machine. Pre programmed cycles plow through all i feed it. Liquifies flax and chia in a smoothie. Liquifies carrots, kale, apples. I love making whole plant smoothies with this.",1
2,not good for frozen fruit...,28-Jul-16,No,It doesn't handle frozen fruit (pineapple and strawberries) that well. I need to put a spoon into the lid hole to push the fruits and it feels really unsafe... I'm not sure if I'm doing something wrong or this machine is not as good as vitamix. I still can return it and buy a vitamix. I don't know what to do.,1
2,Go with Vitamix,25-Jan-16,No,"Purchased a Blendtec 570 Classic.  The machine performed very well, EXCEPT that the Teflon blender blade seal in the container will ""bleed"" small bits of Teflon into the container, and into your smoothie!  At first I thought these were simply blackberry seeds.  No chance.  It is a KNOWN issue with Vitamix, which has fixed the problem with their new containers.  THe FDA classifies this material as harmless, but why ingest a non-organic substance.  On top of that, if you try to get Blendtec customer service on the line, good luck.  I tried three times on one day with no success.  I'm out shopping for a new Vitamix right now.",2
